Solyc06g017860.1.1	Serine carboxypeptidase (AHRD V1 **** Q2Z1Y2_PRUMU); contains Interpro domain(s)  IPR001563  Peptidase S10, serine carboxypeptidase 
Solyc06g017870.1.1	Unknown Protein (AHRD V1)
Solyc06g017880.1.1	Unknown Protein (AHRD V1)
Solyc06g017890.1.1	Unknown Protein (AHRD V1)
Solyc06g017910.1.1	Ubiquitin ligase SINAT3 (AHRD V1 **-- B6TPS9_MAIZE); contains Interpro domain(s)  IPR004162  Seven in absentia protein 
Solyc06g017920.1.1	Unknown Protein (AHRD V1)
Solyc06g017930.1.1	Ycf2 (AHRD V1 *-*- A6YA16_9MAGN); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
Solyc06g017940.1.1	Homeobox-leucine zipper protein HDG7 (AHRD V1 ***- HDG7_ARATH)
Solyc06g017950.1.1	Unknown Protein (AHRD V1)
Solyc06g017970.2.1	Ubiquitin carboxyl-terminal hydrolase (Fragment) (AHRD V1 *--- D8UG84_VOLCA); contains Interpro domain(s)  IPR002083  MATH 
Solyc06g017980.1.1	Unknown Protein (AHRD V1)
Solyc06g018000.1.1	Ycf2 (AHRD V1 ***- A6Y9V5_CERJA)
Solyc06g018010.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
Solyc06g018020.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
Solyc06g018030.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
Solyc06g018040.1.1	Mutator-like transposase (AHRD V1 *-*- Q9SKM2_ARATH); contains Interpro domain(s)  IPR006564  Zinc finger, PMZ-type 
Solyc06g018050.2.1	Calcium-binding mitochondrial carrier protein (AHRD V1 **-* CMC_DICDI); contains Interpro domain(s)  IPR011992  EF-Hand type 
Solyc06g018060.1.1	Far-red impaired response protein (Fragment) (AHRD V1 **-- B4UW69_ARAHY); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain 
Solyc06g018070.1.1	Polyprotein (AHRD V1 ***- Q5J1S1_9VIRU)
Solyc06g018090.1.1	FMRFamide-related peptides type HF-4 (AHRD V1 ***- FAR1_HELAS)
Solyc06g018100.2.1	Nucellin-like aspartic protease (Fragment) (AHRD V1 **-- Q8L886_MAIZE); contains Interpro domain(s)  IPR001461  Peptidase A1 
Solyc06g018110.2.1	RNA binding protein (AHRD V1 *--* B6TYA4_MAIZE); contains Interpro domain(s)  IPR000504  RNA recognition motif, RNP-1 
Solyc06g019110.1.1	Unknown Protein (AHRD V1)
Solyc06g019120.1.1	Unknown Protein (AHRD V1)
Solyc06g019130.1.1	Unknown Protein (AHRD V1)
Solyc06g019140.1.1	Unknown Protein (AHRD V1)
Solyc06g019150.1.1	Unknown Protein (AHRD V1)
Solyc06g019160.1.1	Unknown Protein (AHRD V1)
Solyc06g019170.2.1	Gamma-glutamyl phosphate reductase (AHRD V1 ***- D3TQ43_GLOMM); contains Interpro domain(s)  IPR005766  Delta l-pyrroline-5-carboxylate synthetase 
Solyc06g019180.1.1	Unknown Protein (AHRD V1)
Solyc06g019190.1.1	Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 *-*- PPP7L_ARATH)
Solyc06g019200.2.1	Peptidase M50 family protein (AHRD V1 ***- D7LZ04_ARALY); contains Interpro domain(s)  IPR008915  Peptidase M50 
Solyc06g024200.1.1	Unknown Protein (AHRD V1)
Solyc06g024210.1.1	TO54-2 (Fragment) (AHRD V1 *-*- Q3LVL5_TAROF)
Solyc06g024220.1.1	Unknown Protein (AHRD V1)
Solyc06g024230.1.1	TO54-2 (Fragment) (AHRD V1 *-*- Q3LVL5_TAROF)
Solyc06g024240.1.1	Unknown Protein (AHRD V1)
Solyc06g024250.1.1	Unknown Protein (AHRD V1)
Solyc06g024260.1.1	Unknown Protein (AHRD V1)
Solyc06g024270.1.1	Unknown Protein (AHRD V1)
Solyc06g024280.1.1	Unknown Protein (AHRD V1)
Solyc06g024290.1.1	Unknown Protein (AHRD V1)
Solyc06g024300.1.1	Unknown Protein (AHRD V1)
Solyc06g024310.1.1	Abscisic acid insensitive 8 homologue (AHRD V1 **-- A5A6Q2_WHEAT)
Solyc06g024320.1.1	Unknown Protein (AHRD V1)
Solyc06g024330.1.1	Unknown Protein (AHRD V1)
Solyc06g024340.1.1	Unknown Protein (AHRD V1)
Solyc06g024350.1.1	Unknown Protein (AHRD V1)
Solyc06g024360.1.1	Unknown Protein (AHRD V1)
Solyc06g024370.1.1	Unknown Protein (AHRD V1)
Solyc06g024380.1.1	Unknown Protein (AHRD V1)
Solyc06g024390.1.1	Unknown Protein (AHRD V1)
Solyc06g024400.1.1	Unknown Protein (AHRD V1)
Solyc06g024410.1.1	Unknown Protein (AHRD V1)
Solyc06g025410.1.1	Unknown Protein (AHRD V1)
Solyc06g025420.1.1	Unknown Protein (AHRD V1)
Solyc06g030440.1.1	N-6 Adenine-specific DNA methylase (AHRD V1 *-*- Q1STQ1_MEDTR)
Solyc06g030470.2.1	Auxin-regulated protein (AHRD V1 ***- Q945F5_SOLLC); contains Interpro domain(s)  IPR010369  Protein of unknown function DUF966 
Solyc06g030490.2.1	Serine/threonine-protein phosphatase (AHRD V1 **** D7LDT2_ARALY); contains Interpro domain(s)  IPR006186  Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase 
Solyc06g030500.1.1	Unknown Protein (AHRD V1)
Solyc06g030510.2.1	HAT family dimerisation domain containing protein expressed (AHRD V1 ***- Q10BC8_ORYSJ)
Solyc06g030520.1.1	Glycoside hydrolase family 28 protein/polygalacturonase family protein (AHRD V1 ***- Q1PEH2_ARATH)
Solyc06g030530.2.1	Unknown Protein (AHRD V1)
Solyc06g030540.2.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR018848  WIYLD domain 
Solyc06g030550.1.1	Unknown Protein (AHRD V1)
Solyc06g030560.1.1	Unknown Protein (AHRD V1)
Solyc06g030570.2.1	Ribosomal RNA large subunit methyltransferase N (AHRD V1 ***- B5W4V1_SPIMA); contains Interpro domain(s)  IPR007197  Radical SAM 
Solyc06g030580.2.1	Ribosomal RNA large subunit methyltransferase N (AHRD V1 ***- D5A1S9_SPIPL)
Solyc06g030590.1.1	8-amino-7-oxononanoate synthase (AHRD V1 ***- Q113V0_TRIEI); contains Interpro domain(s)  IPR004839  Aminotransferase, class I and II 
Solyc06g030600.1.1	F-box/LRR-repeat protein 4 (AHRD V1 ***- FBL4_ARATH)
Solyc06g030610.1.1	EIN3-binding F-box protein 1 (AHRD V1 ***- Q2PQJ0_SOLLC); contains Interpro domain(s)  IPR006553  Leucine-rich repeat, cysteine-containing subtype 
Solyc06g030620.1.1	F-box/LRR-repeat protein (AHRD V1 *-*- C0S347_PARBP)
Solyc06g030630.1.1	Unknown Protein (AHRD V1)
Solyc06g030640.1.1	Unknown Protein (AHRD V1)
Solyc06g030650.1.1	Unknown Protein (AHRD V1)
Solyc06g030660.1.1	Unknown Protein (AHRD V1)
Solyc06g031660.1.1	Tubulin alpha-3 chain (AHRD V1 *-*- B6SPX4_MAIZE); contains Interpro domain(s)  IPR002452  Alpha tubulin 
Solyc06g031670.1.1	At1g04280-like protein (Fragment) (AHRD V1 *-*- B0FVI9_ARALY)
Solyc06g031680.2.1	FYVE zinc finger family protein (AHRD V1 ***- B4FKR4_MAIZE); contains Interpro domain(s)  IPR000306  Zinc finger, FYVE-type 
Solyc06g031690.2.1	Ankyrin repeat family protein (AHRD V1 ***- D7LCV0_ARALY); contains Interpro domain(s)  IPR002110  Ankyrin 
Solyc06g031710.2.1	Nodulin-like protein (AHRD V1 ***- Q9ZUS1_ARATH); contains Interpro domain(s)  IPR000620  Protein of unknown function DUF6, transmembrane 
Solyc06g031720.1.1	Unknown Protein (AHRD V1)
Solyc06g031740.1.1	Unknown Protein (AHRD V1)
Solyc06g032740.1.1	Ycf2 (AHRD V1 ***- A6Y9Z8_KALDA); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
Solyc06g032750.1.1	Unknown Protein (AHRD V1)
Solyc06g032760.1.1	Unknown Protein (AHRD V1)
Solyc06g033760.1.1	En/Spm-like transposon protein (AHRD V1 **-- Q9SIC0_ARATH)
Solyc06g033770.1.1	TNP2 (AHRD V1 **-- C7FDI5_SOYBN)
Solyc06g033780.1.1	Unknown Protein (AHRD V1)
Solyc06g033790.1.1	cDNA clone J033046E14 full insert sequence (AHRD V1 **-- B7EM90_ORYSJ); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait 
Solyc06g033800.1.1	cDNA clone J033046E14 full insert sequence (AHRD V1 **-- B7EM90_ORYSJ); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait 
Solyc06g033810.1.1	U1 small nuclear ribonucleoprotein A (AHRD V1 *--- Q16H40_AEDAE); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait 
Solyc06g033820.1.1	MADS-box protein (AHRD V1 *-*- Q8W005_BRANA); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box 
Solyc06g033830.1.1	MADS-box transcription factor 1 (AHRD V1 *-*- D1MFS6_HEVBR); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box 
Solyc06g033840.1.1	Unknown Protein (AHRD V1)
Solyc06g033850.2.1	Dehydration-responsive element-binding protein 2D (AHRD V1 *-*- DRE2D_ARATH)
Solyc06g033860.1.1	Glutamate dehydrogenase (AHRD V1 **** Q94IA5_BRANA); contains Interpro domain(s)  IPR014362  Glutamate dehydrogenase 
Solyc06g033870.1.1	Myb-related transcription factor (AHRD V1 **-* B5RHV2_MUSBA); contains Interpro domain(s)  IPR015495  Myb transcription factor 
Solyc06g033880.1.1	Unknown Protein (AHRD V1)
Solyc06g033890.1.1	RNA polymerase II fifth largest subunit like protein (AHRD V1 ***- O23322_ARATH); contains Interpro domain(s)  IPR012340  Nucleic acid-binding, OB-fold 
Solyc06g033900.1.1	RNA polymerase II fifth largest subunit like protein (AHRD V1 *-*- O23322_ARATH); contains Interpro domain(s)  IPR012340  Nucleic acid-binding, OB-fold 
Solyc06g033910.1.1	DNA-directed RNA polymerase II subunit RPB7 (AHRD V1 ***- C3KIZ3_ANOFI); contains Interpro domain(s)  IPR005576  RNA polymerase Rpb7, N-terminal 
Solyc06g033920.1.1	LRR receptor-like serine/threonine-protein kinase, RLP
Solyc06g033930.1.1	Polyprotein (AHRD V1 ***- Q94HW2_ARATH); contains Interpro domain(s)  IPR001878  Zinc finger, CCHC-type 
Solyc06g033940.1.1	Lrr,  resistance protein fragment
Solyc06g033950.1.1	LRR receptor-like serine/threonine-protein kinase, RLP
Solyc06g033960.1.1	LRR receptor-like serine/threonine-protein kinase, RLP
Solyc06g033970.1.1	Unknown Protein (AHRD V1)
Solyc06g033980.2.1	Ribonuclease H (AHRD V1 ***- Q2HUA4_MEDTR); contains Interpro domain(s)  IPR002156  Ribonuclease H 
Solyc06g033990.1.1	Unknown Protein (AHRD V1)
Solyc06g034000.1.1	Myb-related transcription factor-like protein (AHRD V1 **-* Q9SPG6_ARATH); contains Interpro domain(s)  IPR015495  Myb transcription factor 
Solyc06g034010.1.1	Unknown Protein (AHRD V1)
Solyc06g034020.2.1	Peptide methionine sulfoxide reductase msrA (AHRD V1 **** D2B4D8_STRRD); contains Interpro domain(s)  IPR002569  Methionine sulphoxide reductase A 
Solyc06g034030.2.1	Myb family transcription factor (AHRD V1 *-*- Q2A9N2_BRAOL); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class 
Solyc06g034040.1.1	Oleosin (AHRD V1 ***- A5JVA7_FICAW); contains Interpro domain(s)  IPR000136  Oleosin 
Solyc06g034050.1.1	cDNA clone J023134O11 full insert sequence (AHRD V1 **-- B7EL40_ORYSJ); contains Interpro domain(s)  IPR004853  Protein of unknown function DUF250 
Solyc06g034060.1.1	Unknown Protein (AHRD V1)
Solyc06g034070.1.1	Helicase-like protein (AHRD V1 *-*- Q5VR06_ORYSJ); contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889, eukaryote 
Solyc06g034080.2.1	Unknown Protein (AHRD V1)
Solyc06g034090.1.1	Unknown Protein (AHRD V1)
Solyc06g034100.2.1	Ubiquinol-cytochrome C chaperone family protein (AHRD V1 ***- D7MQY5_ARALY); contains Interpro domain(s)  IPR007129  Ubiquinol-cytochrome C chaperone 
Solyc06g034110.2.1	Acid phosphatase (AHRD V1 **-- Q53WT2_SOLLC); contains Interpro domain(s)  IPR010028  Acid phosphatase, plant 
Solyc06g034120.2.1	Alcohol dehydrogenase zinc-binding domain protein (AHRD V1 ***- A6X535_OCHA4); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing 
Solyc06g034130.2.1	Root cap protein 3 (Fragment) (AHRD V1 **-- Q1HVA8_MESVI); contains Interpro domain(s)  IPR009646  Root cap 
Solyc06g034140.1.1	B3 domain-containing protein Os01g0234100 (AHRD V1 ***- Y1341_ORYSJ); contains Interpro domain(s)  IPR003340  Transcriptional factor B3 
Solyc06g034150.2.1	8-amino-7-oxononanoate synthase-like protein (AHRD V1 ***- Q9LZ63_ARATH); contains Interpro domain(s)  IPR004839  Aminotransferase, class I and II 
Solyc06g034160.2.1	Autophagy-related protein 3 (AHRD V1 ***- D7MV26_ARALY); contains Interpro domain(s)  IPR007134  Autophagy-related protein 3, N-terminal 
Solyc06g034170.1.1	Acyl- (AHRD V1 ***- Q8LF22_ARATH); contains Interpro domain(s)  IPR005067  Fatty acid desaturase, type 2 
Solyc06g034180.1.1	2-phosphoglycerate kinase (AHRD V1 ***- C3SAC6_BRADI)
Solyc06g034190.1.1	Unknown Protein (AHRD V1)
Solyc06g034200.1.1	Inorganic phosphate transporter (AHRD V1 **** Q9LLS5_TOBAC); contains Interpro domain(s)  IPR004738  Phosphate permease 
Solyc06g034210.1.1	Unknown Protein (AHRD V1)
Solyc06g034220.2.1	Vesicle-associated membrane protein-associated protein (AHRD V1 ***- Q1ANA7_WHEAT); contains Interpro domain(s)  IPR016763  Vesicle-associated membrane protein 
Solyc06g034230.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR001578  Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1 
Solyc06g034250.1.1	Unknown Protein (AHRD V1)
Solyc06g034260.1.1	F-box protein At2g35280 (AHRD V1 *-*- FB127_ARATH)
Solyc06g034290.2.1	Glycerol-3-phosphate transporter (AHRD V1 **** A0PYC4_CLONN); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter 
Solyc06g034300.1.1	Unknown Protein (AHRD V1)
Solyc06g034310.2.1	Transposase (Fragment) (AHRD V1 *-*- Q0GJX6_9POAL)
Solyc06g034320.1.1	Unknown Protein (AHRD V1)
Solyc06g034330.2.1	E3 ubiquitin ligase (AHRD V1 *--* Q2URX1_ASPOR); contains Interpro domain(s)  IPR018957  Zinc finger, C3HC4 RING-type 
Solyc06g034340.1.1	NAC domain protein IPR003441 (AHRD V1 ***- B9ICS8_POPTR); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein 
Solyc06g034350.1.1	Unknown Protein (AHRD V1)
Solyc06g034360.1.1	Pectinesterase (AHRD V1 ***- B9R9R4_RICCO); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic 
Solyc06g034370.1.1	Pectinesterase (AHRD V1 ***- B9T3X5_RICCO); contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor 
Solyc06g034380.1.1	60S ribosomal protein L9 (AHRD V1 ***- D7KIG0_ARALY); contains Interpro domain(s)  IPR000702  Ribosomal protein L6 
Solyc06g034390.1.1	Expressed protein (Fragment) (AHRD V1 ***- B3VJP0_POPTN); contains Interpro domain(s)  IPR006766  Phosphate-induced protein 1 conserved region 
Solyc06g034400.1.1	Unknown Protein (AHRD V1)
Solyc06g034410.2.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR009902  Protein of unknown function DUF1442 
Solyc06g035410.1.1	Purine permease family protein (AHRD V1 *--- D7MCV2_ARALY)
Solyc06g035420.1.1	Purine permease family protein (AHRD V1 **-* D7MCV2_ARALY); contains Interpro domain(s)  IPR004853  Protein of unknown function DUF250 
Solyc06g035430.2.1	AT-hook motif nuclear localized protein 3 (AHRD V1 ***- Q9SB31_ARATH); contains Interpro domain(s)  IPR005175  Protein of unknown function DUF296 
Solyc06g035440.2.1	Unknown Protein (AHRD V1)
Solyc06g035450.2.1	ATP-dependent RNA helicase (AHRD V1 **** Q6L724_HORVU); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal 
Solyc06g035460.2.1	DEAD-box ATP-dependent RNA helicase 7 (AHRD V1 ***- RH7_SPIOL); contains Interpro domain(s)  IPR012562  GUCT 
Solyc06g035470.1.1	Mutator-like transposase (AHRD V1 ***- Q8W3H2_ORYSA); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain 
Solyc06g035480.2.1	Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 *--- PPP7L_ARATH); contains Interpro domain(s)  IPR019557  Aminotransferase-like, plant mobile domain 
Solyc06g035490.2.1	BHLH transcription factor-like (AHRD V1 *-** Q941Z7_ORYSJ); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding 
Solyc06g035500.1.1	Unknown Protein (AHRD V1)
Solyc06g035510.1.1	MuDR family transposase containing protein (AHRD V1 *-*- Q60D51_SOLDE)
Solyc06g035520.2.1	Acetyl esterase (AHRD V1 *--- AES_SALSV); contains Interpro domain(s)  IPR013094  Alpha/beta hydrolase fold-3 
Solyc06g035530.2.1	Gibberellin 20-oxidase-2 (AHRD V1 **** Q9ZPP3_SOLLC); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
Solyc06g035540.1.1	Unknown Protein (AHRD V1)
Solyc06g035550.2.1	Unknown Protein (AHRD V1)
Solyc06g035560.1.1	Unknown Protein (AHRD V1)
Solyc06g035570.1.1	Transcription factor MADS-box (AHRD V1 ***- A2Q6H2_MEDTR); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box 
Solyc06g035580.2.1	Choline dehydrogenase (AHRD V1 ***- C0G363_9RHIZ); contains Interpro domain(s)  IPR012132  Glucose-methanol-choline oxidoreductase 
Solyc06g035590.1.1	Unknown Protein (AHRD V1)
Solyc06g035600.2.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KL14_ARALY); contains Interpro domain(s)  IPR008991  Translation protein SH3-like 
Solyc06g035610.2.1	RNA binding protein (AHRD V1 **-* B6TNV4_MAIZE); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait 
Solyc06g035620.2.1	Scarecrow-like 1 transcription factor (Fragment) (AHRD V1 **-* B1PPU0_PINPS); contains Interpro domain(s)  IPR005202  GRAS transcription factor 
Solyc06g035630.1.1	GRAS family transcription factor (AHRD V1 **-- B9I7E1_POPTR)
Solyc06g035640.1.1	Pol polyprotein (AHRD V1 ***- Q94FM1_CITPA)
Solyc06g035650.1.1	Unknown Protein (AHRD V1)
Solyc06g035660.1.1	Unknown Protein (AHRD V1)
Solyc06g035670.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
Solyc06g035680.1.1	Sorbitol dehydrogenase (AHRD V1 ***- Q5I6M3_MALDO); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing 
Solyc06g035690.2.1	Post-GPI attachment to proteins factor 3 (AHRD V1 **-- PGAP3_XENTR); contains Interpro domain(s)  IPR007217  Per1-like 
Solyc06g035700.1.1	Ethylene-responsive transcription factor 1 (AHRD V1 *-** ERF1_ORYSJ); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding 
Solyc06g035710.1.1	Multidrug resistance protein mdtK (AHRD V1 *-*- MDTK_PHOLL); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE 
Solyc06g035720.2.1	BCL-2 binding anthanogene-1 (AHRD V1 **** B4FV61_MAIZE); contains Interpro domain(s)  IPR003103  Apoptosis regulator Bcl-2 protein, BAG 
Solyc06g035740.1.1	Mutator-like transposase-like (AHRD V1 *--- Q9FH11_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain 
Solyc06g035750.1.1	Unknown Protein (AHRD V1)
Solyc06g035760.2.1	Cytochrome P450
Solyc06g035770.1.1	Unknown Protein (AHRD V1)
Solyc06g035790.2.1	Dehydration-responsive family protein (AHRD V1 **-- D7M5L0_ARALY); contains Interpro domain(s)  IPR004159  Protein of unknown function DUF248, methyltransferase putative 
Solyc06g035800.1.1	Unknown Protein (AHRD V1)
Solyc06g035810.1.1	Dehydration-responsive family protein (AHRD V1 **-- D7M5L0_ARALY); contains Interpro domain(s)  IPR004159  Protein of unknown function DUF248, methyltransferase putative 
Solyc06g035820.1.1	A9-like protein (Fragment) (AHRD V1 **-- A4L798_SINAL); contains Interpro domain(s)  IPR003612  Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor 
Solyc06g035830.1.1	Unknown Protein (AHRD V1)
Solyc06g035840.1.1	Unknown Protein (AHRD V1)
Solyc06g035850.1.1	Unknown Protein (AHRD V1)
Solyc06g035860.1.1	Unknown Protein (AHRD V1)
Solyc06g035870.2.1	Membrane-associated progesterone receptor component 1 (AHRD V1 *-*- C1GTL6_PARBA); contains Interpro domain(s)  IPR001199  Cytochrome b5 
Solyc06g035880.1.1	Homeobox-leucine zipper protein ROC7 (AHRD V1 ***- ROC7_ORYSJ)
Solyc06g035890.1.1	Unknown Protein (AHRD V1)
Solyc06g035900.1.1	Remorin family protein (AHRD V1 *-*- D7LS25_ARALY)
Solyc06g035910.1.1	Remorin (AHRD V1 ***- B6SMZ7_MAIZE); contains Interpro domain(s)  IPR005516  Remorin, C-terminal region 
Solyc06g035920.2.1	Remorin 1 (AHRD V1 ***- Q9XEX8_SOLLC); contains Interpro domain(s)  IPR005516  Remorin, C-terminal region 
Solyc06g035930.1.1	Unknown Protein (AHRD V1)
Solyc06g035940.2.1	Homeobox-leucine zipper protein PROTODERMAL FACTOR 2 (AHRD V1 **** PDF2_ARATH); contains Interpro domain(s)  IPR002913  Lipid-binding START 
Solyc06g035960.2.1	4-coumarate-CoA ligase-like protein (AHRD V1 **** Q9SMT7_ARATH); contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase 
Solyc06g035970.2.1	Tubulin beta chain (AHRD V1 ***- B9GKJ5_POPTR); contains Interpro domain(s)  IPR002453  Beta tubulin 
Solyc06g035980.2.1	Actin depolymerizing factor 10 (AHRD V1 **** B9I489_POPTR); contains Interpro domain(s)  IPR002108  Actin-binding, cofilin/tropomyosin type 
Solyc06g035990.2.1	DNA-directed RNA polymerase III subunit rpc3 (AHRD V1 ***- RPC3_DICDI); contains Interpro domain(s)  IPR013197  RNA polymerase III subunit RPC82-related, helix-turn-helix 
Solyc06g036000.2.1	DNA-directed RNA polymerase III subunit C (AHRD V1 ***- B0WS61_CULQU); contains Interpro domain(s)  IPR008806  RNA polymerase III Rpc82, C -terminal 
Solyc06g036010.1.1	Unknown Protein (AHRD V1)
Solyc06g036020.1.1	Unknown Protein (AHRD V1)
